"date_published","title","guid","provider"
"2019-05-01 00:07:01.796504+00","Determination of oil and biodiesel content, physicochemical properties of the oil extracted from avocado seed (Persea Americana) grown in Wonago and Dilla (Gedeo zone), Southern Ethiopia","247t8","Arabixiv"
"2019-05-01 00:09:04.210156+00","Advanced spiral periodic classification of the elements","4snm9","Arabixiv"
"2019-05-01 00:09:17.904256+00","Activated carbon from molasses efficiency for Cr(VI), Pb(II) and Cu(II) adsorption: A mechanistic study","ecpm3","Arabixiv"
"2019-05-01 00:09:28.769356+00","Effect of X-ray irradiation on growth physiology of Arachis Hypogaea (Var. Kampala)","xz9nu","Arabixiv"
"2019-05-01 00:09:47.37145+00","Studies on antioxidant and antibacterial activities of crude extracts of Plantago lanceolata leaves","5jygt","Arabixiv"
"2019-05-01 00:09:57.329498+00","Assessment of essential and non-essential metals in popcorn and cornflake commercially available in Ethiopia","t2nwv","Arabixiv"
"2019-05-01 00:09:37.257456+00","Validated UV-Visible spectrometry using water as a solvent for determination of chloroquine in tablet samples","xrmf7","Arabixiv"
"2019-05-01 00:10:14.695997+00","Modeling of the velocity profile of a bioreactor: the concept of biochemical process","mw8z6","Arabixiv"
"2019-05-01 00:10:28.868298+00","Evaluation of phenolic contents, free radical scavenging activity and functional group analysis of the leaf extract of a medicinal plant in Niger Delta region","7xc5h","Arabixiv"
"2019-05-01 00:10:42.122688+00","Efficient synthesis of biscoumarins using zinc acetate as a catalyst in aqueous media","fy9ps","Arabixiv"
"2019-05-01 00:10:53.441154+00","Copper(II) mixed-ligand complexes containing 1, 10-phenanthroline, adenine and thymine: Synthesis, characterization and antibacterial activities","d95yt","Arabixiv"
"2019-05-01 00:11:48.11737+00","Assessment of heavy metals in tobacco of cigarettes commonly sold in Ethiopia","w958z","Arabixiv"
"2019-05-01 00:11:03.021907+00","Phytochemicals and bioactive compounds of pulses and their impact on health","6hqz5","Arabixiv"
"2019-05-01 00:13:40.767417+00","Physicochemical properties of cross linked acha (digitaria exilis) starch with citric acid","usyrc","Arabixiv"
"2019-05-01 00:13:58.932095+00","Comparative study on batch equilibrium biosorption of Cd(II), Pb(II) and Zn(II) using plantain (Musa paradisiaca) flower: kinetics, isotherm, and thermodynamics","kevht","Arabixiv"
"2019-05-01 00:14:33.934453+00","Rapid and efficient synthesis of newer heterocyclic 2-azetidinone and 5-benzylidine-4-oxo-thiazolidine compounds and their pharmacological studies","myjaq","Arabixiv"
"2019-05-01 00:15:40.766245+00","Effective service delivery through quality management system (QMS) in oil and gas servicing companies, a case study of selected firms, Port Harcourt","edaxc","Arabixiv"
"2019-05-01 00:16:05.829179+00","Isolation, absolute configuration and bioactivities of megastigmanes or C13 isonorterpinoides","f9rgk","Arabixiv"
"2019-05-01 00:15:57.359757+00","Maximizing the incorporation of cassava flour as an adjunct in bread baking in Nigeria","qs572","Arabixiv"
"2019-05-01 00:15:50.962235+00","Problems and solutions in colors, dyes and pigments chemistry: A Review","4hmsw","Arabixiv"
"2019-05-01 00:16:14.685635+00","Pollution vulnerability and health risk assessment of groundwater around an engineering landfill in Lagos, Nigeria","zamje","Arabixiv"
"2019-05-01 00:16:25.718872+00","Model prediction on the reliability of fixed bed reactor for ammonia production","msbuz","Arabixiv"
"2019-05-01 00:16:40.760534+00","Kinetic of oxidation of methyl orange by vanadium(V) under conditions VO2+ and decavanadates coexist: Catalysis by Triton X-100 micellar medium","m9g7p","Arabixiv"
"2019-05-01 00:17:04.154414+00","Kinetic and thermodynamic study of Os(VIII) catalysed oxidation of glycine by ferrate(VI) in alkaline medium","y8q6m","Arabixiv"
"2019-05-01 00:17:20.824342+00","Composition of essential oil and antioxidant activity of Khat (Catha edulis Forsk), Ethiopia","w7h8j","Arabixiv"
"2019-05-01 00:18:05.506516+00","BTX Degradation: The concept of microbial integration","9ahe5","Arabixiv"
"2019-05-01 00:17:55.922712+00","Homogeneous catalytic oxidation of some polyhydric alcohols by iridium trichloride","rw8qt","Arabixiv"
"2019-05-01 00:18:16.885511+00","Influence of extraction technique on the mineral content and antioxidant capacity of edible oil extracted from ginger rhizome","yvpa7","Arabixiv"
"2019-05-01 00:18:36.984791+00","Effects of Viscum album (mistletoe) from three host plants (cocoa, kola and coffee) on semen quality of wistar albino rats","c4kyh","Arabixiv"
"2019-05-01 00:19:35.332066+00","Physiochemical properties and antioxidant potential of Persea Americana seed oil","jtf4s","Arabixiv"
"2019-05-01 00:19:47.589756+00","Biobased materials for polyurethane dispersions","r6wd7","Arabixiv"
"2019-05-01 00:20:03.681553+00","Polyalanine gas phase acidities determination and conformational space analysis by genetic algorithm assessment","xt9cm","Arabixiv"
"2019-05-01 00:20:41.600362+00","Characteristics of groundwater in Port-Harcourt local Government area","pr8cq","Arabixiv"
"2019-05-01 00:25:45.297139+00","Study on the stability of antioxidant and anti α-glucosidase activities using soaking treatment in Okra (Abelmoschus esculentus L.) mucilage extraction","wke35","Arabixiv"
"2019-05-01 00:26:10.880655+00","Assessment of antioxidant and antibacterial activities of crude extracts of verbena officinalis Linn root or Atuch (Amharic)","pzh3s","Arabixiv"
"2019-05-01 00:25:59.503181+00","Adsorption and corrosion inhibition characteristics of two medicinal molecules","w7s8e","Arabixiv"
"2019-05-01 00:25:52.384104+00","Phenyl boronic acid promoted efficient synthesis of perimidine derivatives under mild condition","3v6bg","Arabixiv"
"2019-05-01 00:26:17.248068+00","Silver nanoparticles green synthesis: A mini review","v8wgf","Arabixiv"
"2019-05-01 00:28:51.155244+00","Inhibition of pipeline steel corrosion in acidic environment using sulphadoxine and pyrimethamine","854v9","Arabixiv"
"2019-05-01 00:28:37.235332+00","Kinetic and thermodynamic properties of pharmaceutical drug (Gabapentin) by potassium bromate (KBrO3) in presence of micro amount of Ir(III) chloride as catalyst in acidic medium","mz58v","Arabixiv"
"2019-05-01 00:29:03.695588+00","Empirical model approach for the evaluation of pH and conductivity on pollutant diffusion in soil environment","zndpg","Arabixiv"
"2019-05-01 00:29:39.139362+00","Chemical composition, antimicrobial and free radical scavenging activities of Grewia pubescens","86qrw","Arabixiv"
"2019-05-01 00:30:07.058945+00","Control and treatment of sulfur compounds specially sulfur oxides (SOx) emissions from the petroleum industry: A review","bxmsr","Arabixiv"
"2019-05-01 00:30:22.405433+00","Vulnerability assessment of groundwater pollution in the vicinity of an active dumpsite (Olusosun), Lagos, Nigeria","cg62s","Arabixiv"
"2019-05-01 00:30:37.234507+00","Novel carbocyanine and bis-carbocyanine dyes: synthesis, visible spectra studies, solvatochromism and halochromism","hgw3v","Arabixiv"
"2019-05-01 00:30:50.113414+00","Conformational space analysis of neutral and deprotonated forms of benzoic acid, salicylic acid and phthalic acid using a genetic algorithm","5s8q9","Arabixiv"
"2019-05-01 00:30:59.061656+00","An efficient synthesis of some new chalcone, acetyl pyrazoline and amino pyrimidine bearing 1,3,5- triazine nucleus as potential antimicrobial and antitubercular agent","bxc4f","Arabixiv"
"2019-05-01 00:31:07.106458+00","Evaluation of substrate uptake by microbial film in a gel-like medium","27vwr","Arabixiv"
"2019-05-01 00:31:38.067291+00","A rapid solid supported synthesis of 4-amino-5-(pyridin-4-YL)-4H-1,2,4-triazol-3-thiol and its derivatives","gf8xv","Arabixiv"
"2019-05-01 00:36:07.41207+00","High Anion Gap Metabolic Acidosis due to Euglycemic Diabetic Ketoacidosis    Caused by Sodium-Glucose Co-transporter 2 inhibitor","f4xub","Arabixiv"
"2019-05-21 13:00:37.394165+00","WORD SENSE DISAMBIGUATION: A REVIEW","dbkzm","Open Science Framework"
"2019-05-01 01:51:41.67436+00","The Effect of Working Memory Training on Cognitive Control and Reading Comprehension","u48pq","Thesis Commons"
"2019-05-01 02:04:12.120578+00","PENILAIAN PEMBELAJARAN PPKN DI KELAS RENDAH MI/SD","5qj2x","INA-Rxiv"
"2019-05-01 02:50:21.7198+00","Perangkat pembelajaran PPKn di Kelas Rendah","79jqn","INA-Rxiv"
"2019-05-01 03:05:29.741187+00","Program RASWALAH (Ruang Asuh Siswa di Sekolah)","bqp6x","INA-Rxiv"
"2019-05-01 03:21:14.652993+00","Panduan Praktis Implementasi Model Pembelajaran EXO OLO TASK","an7xj","INA-Rxiv"
"2019-05-01 07:10:20.359924+00","ASPEK HUKUM DALAM BISNIS ""YAYASAN""","juf5e","INA-Rxiv"
"2019-05-01 02:09:57.731251+00","Conceptualizations of the Family Context: New Insights Gained by Capturing Daily Variability in Cohesion and Conflict","zq35f","PsyArXiv"
"2019-05-01 04:13:14.413344+00","The Action Dynamics of Approach-Avoidance Conflict in Decision-Making: A Mouse-Tracking Study","4658p","PsyArXiv"
"2019-05-01 08:47:37.011971+00","Moral Disengagement in Middle School Students: Survey in Religious Education","xhtfv","INA-Rxiv"
"2019-05-01 08:50:21.869245+00","CD-Based Interactive Multimedia on Integrative Thematic Learning in Elementary School","4su3r","INA-Rxiv"
"2019-05-01 08:51:56.559555+00","MULTIMEDIA-BASED LEARNING APPLICATION DEVELOPMENT IN EDUCATION MANAGEMENT COURSES","gte8f","INA-Rxiv"
"2019-05-01 08:54:51.460736+00","Education as the Culture Process","98bma","INA-Rxiv"
"2019-05-01 09:00:57.274242+00","Perseroan Terbatas","7fvx6","INA-Rxiv"
"2019-05-01 09:23:37.55306+00","Effects of light on human circadian rhythms, sleep and mood","qcfkr","Open Science Framework"
"2019-05-01 10:07:50.747022+00","Mengarusutamakan Kebudayaan  di Bidang Kesehatan","sargw","INA-Rxiv"
"2019-05-21 13:36:33.946385+00","The power of informative hypotheses","d5kf3","Open Science Framework"
"2019-05-01 10:21:51.015847+00","Dualism QM and GR","8nzwd","Open Science Framework"
"2019-05-01 10:35:25.095838+00","Mendekatkan Pelayanan Kesehatan  yang Berkualitas pada Masyarakat","rvzhc","INA-Rxiv"
"2019-05-23 16:53:09.162001+00","final exam international economics","vg3pj","INA-Rxiv"
"2019-05-01 10:45:17.760046+00","""Children are Assets"": Meta-Synthesis of ‘the Value of Children’ in the Lani and Acehnese Tribes","zbwxj","INA-Rxiv"
"2019-05-01 11:37:25.829723+00","Data Cultures, Culture as Data – Special Issue of Cultural Analytics","975g2","SocArXiv"
"2019-05-01 11:38:10.12164+00","Enhancing Motivation and Engagement in Math classrooms using Inquiry-based learning","9n5tv","SocArXiv"
"2019-05-01 11:40:27.439352+00","Fraud and Misconduct in Research: Detection, Investigation, and Organizational Response. By Nachman Ben-Yehuda and Amalya Oliver-Lumerman.","53en8","SocArXiv"
"2019-05-01 11:41:09.360452+00","A BLAST-based, Language-agnostic Text Reuse Algorithm with a MARKUS Implementation and Sequence Alignment Optimized for Large Chinese Corpora","7xpqe","SocArXiv"
"2019-05-01 12:46:19.84776+00","Makalah Geografi Ekonomi Kelompok 13","j3e4q","INA-Rxiv"
"2019-05-01 13:15:30.715543+00","Abur","p6hxu","INA-Rxiv"
"2019-05-01 13:37:43.34327+00","Abur","6s3dz","INA-Rxiv"
"2019-05-01 14:14:16.933886+00","ELECTION OF MATTHIAS (ACTS 1: 12-26): LESSONS FOR DEMOCRATIC GOVERNANCE IN NIGERIA","jzp98","SocArXiv"
"2019-05-01 14:27:22.711653+00","The Work–Family Interface of Service Sector Workers. A Comparison of Work Resources and Professional Status across Five European Countries","645ft","SocArXiv"
"2019-05-01 15:11:29.889474+00","Jaringan Komputer 5 Konfigurasi Routing BGP di Cisco Packet Tracer Akhmad Syarifudin 175100012","mcuzp","Open Science Framework"
"2019-05-01 15:40:58.956251+00","STRATEGI DAN PENDEKATAN PELAKSANAAN BIMBINGAN KONSELING  DI  SEKOLAH UNTUK MENGHADAPI REVOLUSI INDUSTRI 4.0","ud5b7","INA-Rxiv"
"2019-05-01 16:01:37.771261+00","Polymer Nanocomposites having a High Filler Content: Synthesis, Structures, Properties, and Applications","k82ca","engrXiv"
"2019-05-01 16:32:26.418008+00","Addressing student diversity and integrative learning in an undergraduate medical curriculum","cbuvw","AfricArXiv"
"2019-05-01 18:41:06.291172+00","Mindfulness Training Disrupts Pavlovian Conditioning","sqzd7","MindRxiv"
"2019-05-01 20:16:29.610454+00","Rethinking the input: Skewed distributions of exemplars result in broad generalization in category learning","zr6wm","PsyArXiv"
"2019-05-24 16:59:36.37595+00","Personal Interview with Venice Min","xt2cd","LIS Scholarship Archive"
"2019-05-01 19:08:42.82017+00","Sexuality Through the Lens of Secure Base Attachment Dynamics: Individual Differences in Sexploration","zsg3x","PsyArXiv"
"2019-05-01 16:47:44.086885+00","Race-Related Social Contextual Factors, Substance Use, and HIV Among Young Men Who Have Sex with Men in Chicago","af2uv","PsyArXiv"
"2019-05-01 14:11:20.14631+00","Early phonetic learning without phonetic categories -- Insights from machine learning","fc4wh","PsyArXiv"
"2019-05-24 17:17:15.959126+00","Cathryn Li Yuan Ling: déesse séduit Internet avec sa multi-maîtrise","vmspb","LIS Scholarship Archive"
"2019-05-24 17:56:29.196144+00","MATERI PELATIHAN KADER POSBINDU  PENYAKIT TIDAK MENULAR (PTM) : HIPERTENSI","9bpt7","INA-Rxiv"
"2019-05-24 16:41:16.462512+00","The Language of Uncertainty and Political Ideology of News Sources in Climate Communication","shqg9","PsyArXiv"
"2019-05-01 11:40:10.857017+00","Short run effects of carbon policy on U.S. electricity markets","b79yu","SocArXiv"
"2019-05-01 10:39:23.317412+00","A Reproduction of the Results of Onyike et al. (2003).","hbnm9","PsyArXiv"
"2019-05-01 10:16:37.802581+00","Bibliometric analysis of publications from post-Soviet countries in psychological journals in 1992–2017","q4ndj","PsyArXiv"
"2019-05-01 21:55:26.79101+00","Correction for detector's specificity and sensitivity  in contingency tables","rb6t5","Open Science Framework"
"2019-05-01 23:05:39.075429+00","El seguro en la administración de riesgos de la actividad agropecuaria","ejmyb","Thesis Commons"
"2019-05-01 23:23:57.517286+00","Retos actuales de la escuela pública","v7eun","PsyArXiv"
"2019-05-01 23:29:12.853749+00","ACERCA DE LAS NECESIDADES DE ADECUAR LAS PRÁCTICAS EN SALUD Y EDUCACIÓN DIRIGIDAS HACIA LAS “INFANCIAS EN PROBLEMAS” A LOS NUEVOS PARADIGMAS.UNA CUESTIÓN DE DERECHOS","a673y","PsyArXiv"
"2019-05-01 23:35:01.332804+00","EL APRENDIZAJE DEL NÚMERO: FILOGÉNESIS Y ONTOGÉNESIS","9a2vk","PsyArXiv"
"2019-05-01 23:40:14.584357+00","HACIA UNA RECONCEPTUALIZACIÓN DEL CONCEPTO DE ESTRATEGIA DOCENTE","8n6zt","PsyArXiv"
"2019-05-01 23:51:22.723451+00","REFLEXIONES Y CONSIDERACIONES DESDE LA EVALUACIÓN DE LA CALIDAD DE LA EDUCACIÓN, PREVIAS AL DISEÑO Y PUESTA EN MARCHA DE UN NUEVO MODELO EDUCATIVO","5hzdg","PsyArXiv"
"2019-05-01 23:55:13.383086+00","FATIGA DE OCCIDENTE","25gvp","PsyArXiv"
"2019-05-01 23:58:35.849006+00","EL DESARROLLO DE LAS COMPETENCIAS LITERARIAS, UNA“INVERSIÓN” EDUCATIVA SOCIALMENTE RENTABLE","ey2kb","PsyArXiv"
"2019-05-02 00:01:43.02318+00","DEL DIVORCIO AL MATRIMONIO IGUALITARIO: TEORÍA Y PRÁCTICA EN LA FORMACIÓN UNIVERSITARIA","5atk6","PsyArXiv"
"2019-05-02 00:05:27.735099+00","DONDE HAY EDUCACIÓN, HAY RIESGO: ADEMÁS DE ENSEÑAR, HAY QUE EDUCAR","fmyw6","PsyArXiv"
"2019-05-02 00:08:41.603212+00","LA ESPERANZA EN LA EDUCACIÓN Y EN LOS MAESTROS","m23v9","PsyArXiv"
"2019-05-02 02:02:28.493987+00","Biopolymer Networks: Image Analysis, Reconstruction and Modeling","dbfe9","Thesis Commons"
"2019-05-02 02:11:13.014359+00","FUNGSI UTAMA ROTING TABLE PADA ROUTER (MUHAMMAD ARIF 175100040)","njrw7","Open Science Framework"
"2019-05-02 02:18:39.521852+00","ANALISIS PENYELESAIAN KREDIT BERMASALAH PADA PT. BANK PERKREDITAN RAKYAT PRIMA MULIA ANUGRAH CABANG PADANG","apf76","Open Science Framework"
"2019-05-02 02:21:01.649796+00","ANALISIS RASIO RENTABILITAS PADA  PT. BANK PEMBANGUNAN DAERAH (BPD) SUMATERA BARAT CABANG UTAMA PADANG","5mq98","Open Science Framework"
"2019-05-02 02:23:14.475439+00","ANALISIS RASIO PROFITABILITAS PADA  PT. BANK PERKREDITAN RAKYAT (BPR) CEMPAKA MITRA NAGARI PADANG","d3qrp","Open Science Framework"
"2019-05-02 02:25:23.556635+00","ANALISIS LOAN TO DEPOSIT RATIO DAN NON PERFOMING LOAN PADA PT. BANK PEMBANGUNAN DAERAH (BPD) SUMATERA BARAT CABANG UTAMA PADANG","vpq36","Open Science Framework"
"2019-05-02 03:17:37.1538+00","MATHEMATICAL REASONING AND SELF REGULATED LEARNING TOWARDS STUDENTS' PROBLEM SOLVING ABILITY","zpcmf","Open Science Framework"
"2019-05-01 08:42:14.840517+00","FUNDAMENTAL AND APPLIED SCIENTIFIC RESEARCH April 2019: сб.науч.тр./ OEAPS Inc.; редкол.: Флора Бертран (отв.ред.) [и др.]. - Берлин, Германия : OEAPS Inc., 2019. - 98 C.","qmrey","Open Science Framework"
"2019-05-02 03:35:57.704404+00","ANALISIS RASIO PROFITABILITAS PT. BANK PERKREDITAN RAKYAT JORONG KAMPUNG TANGAH PARIAMAN CABANG PADANG","z7kev","Open Science Framework"
"2019-05-02 03:36:50.494226+00","analisa internal dan eksternal","ux53a","Open Science Framework"
"2019-05-02 03:38:38.196964+00","ANALISIS TINGKAT KESEHATAN BANK PT. BANK PERKREDITAN RAKYAT GANTO NAGARI 1954 LUBUK ALUNG","dwcke","Open Science Framework"
"2019-05-02 03:41:15.559603+00","ANALISIS PENGELOLAAN KREDIT PADA PT. BANK PERKREDITAN RAKYAT GANTO NAGARI 1954 LUBUK ALUNG","xsmja","Open Science Framework"
"2019-05-02 03:43:45.193663+00","MEKANISME PENYALURAN KREDIT MODAL KERJA PADA PT. BANK NEGARA INDONESIA KCU BUKITTINGGI","tm49n","Open Science Framework"
"2019-05-02 03:44:48.036484+00","The Syntax of Vocatives in Arabic","c92xm","Open Science Framework"
"2019-05-02 03:46:17.291485+00","DEWI YOPI MEITITA 165100006_KELEBIHAN DAN KEKURANGAN ROUTING BGP_JARINGAN KOMPUTER","2z6gu","Open Science Framework"
"2019-05-02 03:47:52.028162+00","PENDEKATAN KONSELING SEBAYA TEPAT GUNA UNTUK GENERASI MELLINIAL  DALAM PERUBAHAN SOSIAL BUDAYA","n8q9x","INA-Rxiv"
"2019-05-02 05:05:08.079568+00","UPAYA PENANGANAN KREDIT MODAL KERJA  DI PT. BANK PERKREDITAN RAKYAT (BPR) LENGAYANG","vy7h3","Open Science Framework"
